project,SHA,OD_test_id,type,fix_status
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,victim,no_patch
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,victim,no_patch
confight,be2d162c99cc3c709289913de137f8d8bfbd35d5,test_confight.py::TestLoad::test_it_should_load_and_merge_lists_of_paths,victim,nondeterministic
coo,da9e75d46ed65599cd2223b029ac30c08496a80b,tests/test_coo.py::test_tweet_none_media_TwitterError,victim,have_patch
cornice.ext.swagger,17a63e86751c7d8f1b2b75d49056161c80f4cef2,tests/test_app.py::AppSpecViewTest::test_validate_spec,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_add_classification.py::TestAddClassification::test_add_classification,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestBaseResource::test_allows_multiple,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestBaseResource::test_check_reference,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestBaseResource::test_init_params,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestBaseResource::test_list_my_props,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestBaseResource::test_multiplicity,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_breadth,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_collapse_json,victim,nondeterministic
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_ordering,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_pipe_scoped,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_production_mode,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_recursion,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_string_list,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toJSON,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toJSON_fast,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toString,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toString_fast,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_profile_off,victim,have_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_vocab.py::TestClassBuilder::test_aa_check,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_vocab.py::TestClassBuilder::test_boundary_setter,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_vocab.py::TestClassBuilder::test_conceptual_parts,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_vocab.py::TestClassBuilder::test_linguistic_object_boundary,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_vocab.py::TestClassBuilder::test_multitype,victim,no_patch
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_vocab.py::TestClassBuilder::test_procurement_boundary,victim,no_patch
dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_forums.py::TestForums::test_with_none_name_in_dcard_instance,victim,have_patch
dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_posts.py::TestPosts::test_with_none_in_dcard_instance,victim,nondeterministic
easypy,9501c3ee03dcb1630e58cbb73b1647056907bcea,tests/test_sync.py::test_wait_log_predicate,victim,nondeterministic
ebaipy,2fc6740ee5355948ca2e7f2874ee5edb9acbd578,tests/test_client.py::EbaiClientTestCase::test_sku_brand_list,victim,nondeterministic
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[1-0.0],victim,no_patch
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[0-0.0],victim,no_patch
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[1-0.0],victim,no_patch
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[0-0.0],victim,no_patch
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[0-1],victim,have_patch
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[2-0.0],victim,no_patch
epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,tests/wrappers/test_python_function.py::test_function_wrapper_function_exception,victim,no_patch
epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,tests/wrappers/test_python_function.py::test_function_wrapper_sanity,victim,no_patch
epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,tests/wrappers/test_python_function.py::test_python_wrapper_python_runner_factory_failed,victim,nondeterministic
fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,tests/test_session.py::test_inside_route_without_middleware_fails,victim,no_patch
fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,tests/test_session.py::test_outside_of_route_without_middleware_fails,victim,no_patch
feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,have_patch
featureflagclient-python,05cd5705d3d51488da9ce5a4d1ade65d8fd49e82,tests/integration_tests.py::test_actual_http_request,victim,no_patch
featureflagclient-python,05cd5705d3d51488da9ce5a4d1ade65d8fd49e82,tests/integration_tests.py::test_actual_http_request_with_override,victim,no_patch
fissa,2077a8c8a029948dcf1d4c352f785700f42aff9f,fissa/tests/test_core.py::TestExperimentA::test_imagelistloaded_roizip,victim,have_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture0-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture1-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture2-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture3-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture4-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture5-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture6-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_max_page_size[app_fixture7-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture0-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture1-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture2-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture3-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture4-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture5-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture6-AppConfig-1000],victim,no_patch
flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,tests/test_pagination.py::TestPagination::test_pagination_min_page_page_size[app_fixture7-AppConfig-1000],victim,no_patch
fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof/tests/objs/test_fit.py::test_fooof_fit_knee,victim,have_patch
fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof/tests/objs/test_fit.py::test_fooof_fit_nk,victim,no_patch
geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,test_geom.py::test_epsilon,victim,have_patch
gitlab_stats,23fbc53f30e09c122ebe8259ef6850756e454d7e,tests/test_cli.py::CLITest::test_102_cli_proxy,victim,have_patch
greensim,f160e8b57d69f6ef469f2e991cc07b7721e08a91,tests/test_sim.py::test_simulator_gc_processes_hanging,victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_filter.py::TestBotFilter::test_check_user[True-False-False-True],victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_hashtag_medias[hashtag1],victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_hashtag_medias[hashtag2],victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_timeline_medias,victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_total_hashtag_medias[hashtag1],victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_total_hashtag_medias[hashtag2],victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_user_medias[12345678900],victim,no_patch
instabot,d68b55015322898c3842c92dcc5989581043252e,tests/test_bot_get.py::TestBotGet::test_get_user_medias[12345678901],victim,no_patch
kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_avro.py::test_avro_producer_produce,victim,no_patch
kafkian,79eb88b874876632590fea48afcab09592c717dd,tests/unit/test_producer_avro_key.py::test_avro_producer_produce,victim,no_patch
kanren,bacc7eb5895c348e348c1b5291ddf188f88c5c88,tests/test_assoccomm.py::test_eq_assoccomm,victim,have_patch
knack,dc7b7d857ce3c11b2a3155b81f2470b3b579e7c9,tests/test_deprecation.py::TestCommandDeprecation::test_deprecate_command_expired_execute,victim,no_patch
knack,dc7b7d857ce3c11b2a3155b81f2470b3b579e7c9,tests/test_deprecation.py::TestCommandDeprecation::test_deprecate_command_expired_execute_no_color,victim,no_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_with_fix,victim,have_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_without_fix,victim,have_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_indentation_checker.py::IndentationCheckerTestCase::test_rule_with_fix,victim,have_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_indentation_checker.py::IndentationCheckerTestCase::test_rule_without_fix,victim,have_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_lower_or_mixed_case_built_in_type.py::LowerOrMixedCaseBuiltInTestCase::test_rule_with_fix,victim,no_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_lower_or_mixed_case_built_in_type.py::LowerOrMixedCaseBuiltInTestCase::test_rule_without_fix,victim,have_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_open_task.py::OpenTaskTestCase::test_rule_with_fix,victim,no_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_open_task.py::OpenTaskTestCase::test_rule_without_fix,victim,no_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_trailing_white_space_rule.py::TrailingWhiteSpaceTestCase::test_rule_with_fix,victim,no_patch
krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_trailing_white_space_rule.py::TrailingWhiteSpaceTestCase::test_rule_without_fix,victim,have_patch
layeredconfig,c0eae96da7848ea52b43ac947f284eb2324d9ce1,tests/test_layeredconfig.py::TestLayeredWithSingleSource::test_commandline,victim,no_patch
lcc-server,b8256bf28aee42e628abe27f0203d6f5361fb84b,lccserver/tests/test_cli.py::test_generate_lc_catalog,victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parser_test.py::test_rss_parser,victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parsing_test.py::test_parse[daumwebtoon.xml-daumwebtoon.out.xml],victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parsing_test.py::test_parse[imbcnews.xml-imbcnews.out.xml],victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parsing_test.py::test_parse[lee-seungjae.xml-lee-seungjae.out.xml],victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parsing_test.py::test_parse[msdn.xml-msdn.out.xml],victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parsing_test.py::test_parse[naverblog-catmyo.xml-naverblog-catmyo.out.xml],victim,nondeterministic
libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,tests/parsing_test.py::test_parse[yowayowacamera.xml-yowayowacamera.out.xml],victim,nondeterministic
licenraptor,ed543a2b43b75d733579509a78161928ac29234c,tests/test_db.py::TestRegisterFind::test_exisitng[MIT],victim,cleaner not works
licenraptor,ed543a2b43b75d733579509a78161928ac29234c,tests/test_db.py::TestRegisterFind::test_nonexisting,victim,cleaner not works
licenraptor,ed543a2b43b75d733579509a78161928ac29234c,tests/test_db.py::TestRegisterFind::test_register_no_id,victim,cleaner not works
linux_aio,007d033b42703e9bb4d7cd99ca50e54108215d46,test/test_non_rw.py::TestNonRW::test_poll,victim,cleaner not works
linux_aio,007d033b42703e9bb4d7cd99ca50e54108215d46,test/test_non_rw.py::TestNonRW::test_poll_modify_masks,victim,cleaner not works
linux_aio,007d033b42703e9bb4d7cd99ca50e54108215d46,test/test_non_rw.py::TestNonRW::test_poll_wo_initial_masks,victim,cleaner not works
lithoxyl,9961553a065a1ad8bb7a2407fe74f2cfd6c79a20,lithoxyl/tests/test_rate_sink.py::test_rate_sink,victim,nondeterministic
ljson,1d3dc13001d9d2f61bcfbf9d5c5b16d44fb8076e,test/test_ljson_disk.py::test_contains,victim,no_patch
ljson,1d3dc13001d9d2f61bcfbf9d5c5b16d44fb8076e,test/test_ljson_mem.py::test_contains,victim,no_patch
marlin,85f4ae0080ee9a25c1b8d2e481725ac9c42ca99f,tests/test_marlin.py::test_read_bookmark,victim,nondeterministic
nodal,261eeefd50298765c5722c5f7da72e6f2927bd3e,tests/nodal/nodes/test_noop.py::TestNoOp::test_name,victim,have_patch
nodal,261eeefd50298765c5722c5f7da72e6f2927bd3e,tests/nodal/test_graph.py::TestGraph::test__on_node_create,victim,have_patch
nodal,261eeefd50298765c5722c5f7da72e6f2927bd3e,tests/nodal/test_graph.py::TestGraph::test__on_node_destroy,victim,have_patch
osc-tiny,88c33c2c7f73ea26067e1bb4190bab5dc298dd85,osctiny/tests/test_issues.py::TestIssue::test_get,victim,no_patch
pageobject,6ae83680ae62a94f93cefc394e4f3cc6999aeead,tests/unit/commands/test_wait_until_vanished.py::test_wait_until_vanished_passes_correct_function_to_wait_until,victim,nondeterministic
panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_get_pending_resources,victim,nondeterministic
panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_initialization_and_accumulation,victim,nondeterministic
panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_requesting_pending_resources,victim,no_patch
parso,6ae0efa415c9790000dba70f87e6ece20d6a4101,test/test_diff_parser.py::test_simple,victim,no_patch
phonon-enumeration,5d7a8d8e3403cc387bdd58cf98a23e4751ea34dd,tests/test_enumeration.py::TestEnumIn::test_EnumIn16,victim,nondeterministic
phonon-enumeration,5d7a8d8e3403cc387bdd58cf98a23e4751ea34dd,tests/test_structures.py::TestMakeEnumIn::test_2,victim,nondeterministic
pika,a3ae3e5aae3fd546e9ae73bff0175f5d61a9d39a,tests/unit/io_services_test_stubs_test.py::TestStartCalledFromOtherThreadAndWithVaryingNativeLoops::test_with_tornado_io_services,victim,cleaner not works
pook,2071da27701c82ce02b015e01e2aa6fd203e7bb5,tests/unit/api_test.py::test_mock_contructors,victim,have_patch
powerbox,315e30b40b22e050304ca3a6600b8a1f28301c0b,tests/test_power.py::test_power3d,victim,PCV_PV_ERROR
powerbox,315e30b40b22e050304ca3a6600b8a1f28301c0b,tests/test_tools.py::test_var_trivial_weights,victim,PCV_PV_ERROR
proxy.py,9b4263777bea7b3e00a1a3546511f2117f210a2b,tests/http/test_web_server.py::TestWebServerPlugin::test_static_web_server_serves,victim,nondeterministic
ptemcee,a411be2e29e39585212c92acea1893f955aa9be8,ptemcee/tests.py::Tests::test_inf_logprob,victim,no_patch
py,a0c46eda362355b8f7c84243724f48e916251319,tests/test_anonymous.py::test_wtypes_list,victim,PCV_PV_ERROR
py-vkontakte,b03246b8d4b6f5ee5ab7e5c67e09e1f14b85fd9c,tests/test_message.py::test_message,victim,no_patch
pydeploy,e3ddf907b293c9da28503b3d72414a303c5dfbed,pydeploy/tests/test_command_chain.py::TestCommandChain::test_all,victim,have_patch
pydeploy,e3ddf907b293c9da28503b3d72414a303c5dfbed,pydeploy/tests/test_command_chain.py::TestCommandChain::test_notifier_loaded,victim,have_patch
pydeploy,e3ddf907b293c9da28503b3d72414a303c5dfbed,pydeploy/tests/test_command_chain.py::TestCommandChain::test_postscript_only,victim,have_patch
pydeploy,e3ddf907b293c9da28503b3d72414a303c5dfbed,pydeploy/tests/test_command_chain.py::TestCommandChain::test_prescript_only,victim,have_patch
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[<lambda>],victim,have_patch
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegister::test_it_allows_to_register[call_on_event],victim,have_patch
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegister::test_listeners_executed_in_order[to_register0-First\nSecond\n],victim,have_patch
pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,test/test_pyeventdispatcher.py::TestRegister::test_listeners_executed_in_order[to_register1-Second\nFirst\n],victim,have_patch
python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_mkdir.py::test_mkdir,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestCell::test_properties,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestGridRange::test_start_b_end_b,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestGridRange::test_start_b_end_ub,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestGridRange::test_start_end_ub,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestWorkSheet::test_clear,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestWorkSheet::test_delete_dimension,victim,have_patch
pygsheets,01b9548dd56b50fa93e4a92ab879b048ae282158,tests/online_test.py::TestWorkSheet::test_find,victim,have_patch
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_simple.py::SimplePubSubTest::test_publish_on_exposed_listener_with_channel,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_simple.py::SimplePubSubTest::test_stateful_event_listener,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_echo_command_response_function,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_error_function,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_remote_decorator,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_simple_function,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_simple_multiple_param_default_function,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_stateful_rpc,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_simple.py::SimpleRpcTest::test_echo_command_function,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_simple.py::SimpleRpcTest::test_remote_decorator,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_simple.py::SimpleRpcTest::test_simple_multiple_param_default_function,victim,nondeterministic
pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_simple.py::SimpleRpcTest::test_stateful_rpc,victim,nondeterministic
pysllo,8bc4d17f9a668e9aff3c77f688f0c06ed2e7686b,tests/test_propagation_logger.py::test_forcing_level_by_dict,victim,have_patch
pysllo,8bc4d17f9a668e9aff3c77f688f0c06ed2e7686b,tests/test_propagation_logger.py::test_forcing_level_with_kwargs_by_level,victim,no_patch
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_local_best.py::TestLocalBestOptimizer::test_obj_with_kwargs,victim,nondeterministic
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_tolerance.py::TestToleranceOptions::test_ftol_effect[GeneralOptimizerPSO],victim,have_patch
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_tolerance.py::TestToleranceOptions::test_ftol_effect[GlobalBestPSO],victim,have_patch
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_tolerance.py::TestToleranceOptions::test_ftol_effect[LocalBestPSO],victim,have_patch
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_tolerance.py::TestToleranceOptions::test_no_ftol[GeneralOptimizerPSO],victim,have_patch
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_tolerance.py::TestToleranceOptions::test_no_ftol[GlobalBestPSO],victim,have_patch
pyswarms,08756526f39699eef28e515cac2ead17cef55710,tests/optimizers/test_tolerance.py::TestToleranceOptions::test_no_ftol[LocalBestPSO],victim,have_patch
python-jolokia,544f4b1fb18f2e476da95edd9dc02ef75858b6cb,tests/test_api.py::TestAPI::test_missing_agent,victim,have_patch
python-jolokia,544f4b1fb18f2e476da95edd9dc02ef75858b6cb,tests/test_api_auth.py::TestAPI::test_missing_agent,victim,have_patch
pythondi,913e6a60fc5d02c3db385ad322f970ecec36969b,tests/test_configure.py::test_configure,victim,have_patch
pytm,724df0c6346706e9c3678bee11e23d9609d8fa4c,tests/test_private_func.py::TestMethod::test_defaults,victim,no_patch
pytm,724df0c6346706e9c3678bee11e23d9609d8fa4c,tests/test_private_func.py::TestUniqueNames::test_duplicate_boundary_names_have_different_unique_names,victim,no_patch
qlmetrics,3a4cc70bb68ef9b476aaee562b82a4d54acfd826,tests/test_bench.py::TestBenchmarkMemory::test_bench_as_decorator_trackmem_does_print_timing_info_to_stdout_in_non_default,victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_concurrency_limited,victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_concurrency_none,victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_concurrency_unlimited,victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_kbd_interrupt_in_wait_with_concurrency,victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_kbd_interrupt_within_test[AsynchronousExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_kbd_interrupt_within_test[SerialExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_pass_in_retries[AsynchronousExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_pass_in_retries[SerialExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_retries_bad_check[AsynchronousExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_retries_bad_check[SerialExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_retries_good_check[SerialExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_runall[AsynchronousExecutionPolicy],victim,nondeterministic
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_runall[SerialExecutionPolicy],victim,nondeterministic
